target,group,seconds,best_source,best_score,runner_up,runner_up_score,reason,names
"music/ffxiv/BGM_System_WinShot_01.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_656.scd","","","","","","","","Orchestrion:Flow（Forge Ahead）"
"music/ffxiv/Orchestrion/BGM_ORCH_732.scd","","","","","","","","Orchestrion:地底湖の水滴"
"music/ffxiv/BGM_RideShooting_Win.scd","","","","","","","",""
"music/ex2/BGM_EX2_Event_02.scd","","","","","","","",MSQ cutscene BGM
"music/ffxiv/Orchestrion/BGM_ORCH_659.scd","","","","","","","","Orchestrion:迷宮 ～ラヴィリンソス：昼～（Forge Ahead）"
"music/ffxiv/Orchestrion/BGM_ORCH_315.scd","","","","","","","","Orchestrion:龍の尾 ～神龍討滅戦～（Journeys）"
"music/ex5/BGM_EX5_KGR_11.scd",Album not in hand,"","","","","",Monster Hunter Wilds,""
"music/ffxiv/Orchestrion/BGM_ORCH_459.scd","","","","","","","","Orchestrion:目覚めの御使い ～ティターニア討滅戦～（Scions & Sinners: Amanda Achen Vocals）"
"music/ffxiv/Orchestrion/BGM_ORCH_392.scd","","","","","","","","Orchestrion:希望の都（Piano Collections）"
"music/ffxiv/Orchestrion/BGM_ORCH_925.scd","","","","","","","","Orchestrion:ローズ・オブ・メイ 〜黄金〜（Till Dawn My Tears Flow）"
"music/ffxiv/Orchestrion/BGM_ORCH_400.scd","","","","","","","","Orchestrion:古傷 ～ギラバニア湖畔地帯：夜～（Piano Collections）"
"music/ex1/BGM_EX1_Dungeon_Kyoko.scd","","","HEAVENSWARD_FFXIV_30","","","",The Vault (diff mix),""
"music/ffxiv/Orchestrion/BGM_ORCH_139.scd","","","HEAVENSWARD_FFXIV_30","","","","Hallowed Halls, but mixed differently",""
"music/ex1/BGM_EX1_Dungeon_Kyoko_0.scd","","","","","","",cathedral bells,""
"music/ex1/BGM_EX1_Dungeon_Kyoko_2.scd","","","","","","",The Vault (filtered),""
"music/ffxiv/BGM_RideShooting_Lose.scd","","","","","","","",""
"music/ffxiv/BGM_System_WinShot_03.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_917.scd","","","","","","","","Orchestrion:塩と苦難の歌 ～ギラバニア湖畔地帯：昼～（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_397.scd","","","","","","","","Orchestrion:偉大なる母港（Piano Collections）"
"music/ffxiv/BGM_Con_CrystalTower_Boss_02.scd","","","","","","",belly belly belly,""
"music/ex2/BGM_EX2_Event_05.scd","","","","","","","","TerritoryType:アラミゴ王宮屋上庭園"
"music/ffxiv/BGM_Season_Hina.scd","","","","","","","",""
"music/ex1/BGM_EX1_Event_vs.scd","","","","","","",Event track?,""
"music/ex2/BGM_EX2_Event_06.scd","","","","","","","",event track?
"music/ex1/BGM_EX1_Alex05.scd","","","","","","",Event track?,""
"music/ffxiv/BGM_Season_China01.scd","","","","","","","",""
"music/ffxiv/BGM_Ride_CHS71.scd","","","","","","","","Mount:風火鍋"
"music/ffxiv/Orchestrion/BGM_ORCH_394.scd","","","","","","","","Orchestrion:英傑 ～ナイツ・オブ・ラウンド討滅戦～（Piano Collections）"
"music/ffxiv/BGM_Event_BKC06.scd","","","","","","","",""
"music/ffxiv/BGM_Event_FFXI02.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_660.scd","","","","","","","","Orchestrion:月満ちる夜 ～喜びの神域 エウプロシュネ～（Amanda Achen Vocals）"
"music/ffxiv/BGM_IKD02.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_922.scd","","","","","","","","Orchestrion:金煌なる都（Till Dawn My Tears Flow）"
"music/ffxiv/Orchestrion/BGM_ORCH_625.scd","","","","","","","","Orchestrion:ENDCALLER ～ゾディアーク討滅戦～（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_201.scd","","","","","","","","Orchestrion:英傑（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_624.scd","","","","","","","","Orchestrion:Shadowbringers（Orchestral）"
"music/ffxiv/BGM_Event_BKC09.scd","","","","","","","","TerritoryType:黒衣森：東部森林"
"music/ex1/BGM_EX1_Dungeon_Kyoko_3.scd","","","","","","",The Vault (filtered),""
"music/ffxiv/Orchestrion/BGM_ORCH_404.scd","","","","","","","","Orchestrion:水車の調べ（Piano Collections）"
"music/ffxiv/BGM_ChocoboRace_Win2nd.scd","","","","","","","",""
"music/ffxiv/BGM_Event_FGS07.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_918.scd","","","","","","","","Orchestrion:Tomorrow and Tomorrow（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_399.scd","","","","","","","","Orchestrion:雲霧街の夜霧 ～イシュガルド下層：夜～（Piano Collections）"
"music/ex5/BGM_EX5_Event_23.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_913.scd","","","","","","","","Orchestrion:メイン・テーマ ～ マトーヤの洞窟（MODULATION）"
"music/ffxiv/Orchestrion/BGM_ORCH_457.scd","","","","","","","","Orchestrion:Tomorrow and Tomorrow（Scions & Sinners: Amanda Achen Vocals）"
"music/ex4/BGM_EX4_Dungeon_Kyoko.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_792.scd","","","","","","","","Orchestrion:Mog House"
"music/ffxiv/Orchestrion/BGM_ORCH_628.scd","","","","","","","","Orchestrion:終焉の戦い（Orchestral）"
"music/ex4/BGM_EX4_Event_23.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_627.scd","","","","","","","","Orchestrion:Close in the Distance（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_919.scd","","","","","","","","Orchestrion:山峡の涼風 ～オルコ・パチャ：昼～（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_204.scd","","","","","","","","Orchestrion:街路のざわめき"
"music/ffxiv/Orchestrion/BGM_ORCH_281.scd","","","","","","","","Orchestrion:静穏の森（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_921.scd","","","","","","","","Orchestrion:Smile（Till Dawn My Tears Flow）"
"music/ex2/BGM_EX2_Event_11.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_401.scd","","","","","","","","Orchestrion:彩られし山麓 ～高地ドラヴァニア：昼～（Piano Collections）"
"music/ex4/BGM_EX4_Ban_10.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_932.scd","","","","","","","","Orchestrion:記憶幻想 ～遠き日々のメドレー～（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_931.scd","","","","","","","","Orchestrion:Smile（Orchestral）"
"music/ffxiv/BGM_Event_BKC05.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_916.scd","","","","","","","","Orchestrion:鬨の声（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_576.scd","","","","","","","","Orchestrion:Flow（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_667.scd","","","","","","","","Orchestrion:命の天秤 ～輝ける神域 アグライア～（Amanda Achen Vocals）"
"music/ex5/BGM_EX5_Event_22.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_163.scd","","","","","","","","Orchestrion:ヒグラシ"
"music/ffxiv/BGM_Event_FFXI04.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_766.scd","","","","","","","","Orchestrion:Bee My Honey ～至天の座アルカディア：ライトヘビー級～（Darkest Before Dawn）"
"music/ex5/BGM_EX5_KGR_01.scd",Album not in hand,"","","","","",Monster Hunter Wilds,"InstanceContent:極護竜アルシュベルド狩猟戦; InstanceContent:護竜アルシュベルド狩猟戦"
"music/ffxiv/Orchestrion/BGM_ORCH_923.scd","","","","","","","","Orchestrion:Bee My Honey 〜至天の座アルカディア：ライトヘビー級〜（Till Dawn My Tears Flow）"
"music/ex3/BGM_EX3_Event_10.scd","","","","","","","","TerritoryType:レイクランド"
"music/ffxiv/Orchestrion/BGM_ORCH_895.scd","","","","","","","","Orchestrion:The Kingdom of San d'Oria"
"music/ffxiv/BGM_Event_Enkidu.scd","","","","","","","","InstanceContent:真ギルガメッシュ討滅戦"
"music/ffxiv/BGM_Ride_Golbez.scd","","","","","","","","Mount:リンクス・オブ・ダークネス"
"music/ffxiv/BGM_Event_BKC04.scd","","","","","","","",""
"music/ex5/BGM_EX5_KGR_07.scd",Album not in hand,"","","","","",Monster Hunter Wilds,""
"music/ffxiv/BGM_Ride_KGR2.scd","","","","","","","","Mount:ネコ荷車"
"music/ffxiv/Orchestrion/BGM_ORCH_206.scd","","","","","","","","Orchestrion:聖堂の鐘"
"music/ffxiv/Orchestrion/BGM_ORCH_824.scd","","","","","","","","Orchestrion:白光に響く生命の叫び"
"music/ffxiv/BGM_Fate_FFXIII02.scd","","","","","","","","Fate:閃光の影向：屍竜討滅戦"
"music/ffxiv/Orchestrion/BGM_ORCH_253.scd","","","","","","","","Orchestrion:忘却の彼方 ～蛮神シヴァ討滅戦～（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_626.scd","","","","","","","","Orchestrion:Your Answer ～ハイデリン討滅戦～（Orchestral）"
"music/ex5/BGM_EX5_KGR_08.scd",Album not in hand,"","","","","",Monster Hunter Wilds,""
"music/ffxiv/Orchestrion/BGM_ORCH_795.scd","","","","","","","","Orchestrion:編成画面"
"music/ffxiv/Orchestrion/BGM_ORCH_309.scd","","","","","","","","Orchestrion:Relax and Reflect"
"music/ffxiv/BGM_Ride_KGR.scd","","","","","","","","Mount:セクレト"
"music/ffxiv/Orchestrion/BGM_ORCH_283.scd","","","","","","","","Orchestrion:不吉なる前兆（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_282.scd","","","","","","","","Orchestrion:試練を超える力（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_827.scd","","","","","","","","Orchestrion:風音の村 クナファ ―豊穣期― (昼)"
"music/ffxiv/BGM_ChocoboRace_Fanfare.scd","","","","","","","",""
"music/ffxiv/BGM_Fate_FFXIII01.scd","","","","","","","","Fate:閃光の影向：アヌビス殲滅戦; Fate:閃光の影向：機獣討伐戦"
"music/ffxiv/Orchestrion/BGM_ORCH_369.scd","","","","","","","","Orchestrion:月読命之唄（Orchestral）"
"music/ffxiv/BGM_Ride_BKC.scd","","","","","","","","Mount:レガリア TYPE-G"
"music/ffxiv/BGM_Event_CrystalHarpOnly.scd","","","","","","","","TerritoryType:かいはつしつ; WeddingBGM:舞い散る輝き"
"music/ffxiv/BGM_Event_BKC10.scd","","","","","","","","InstanceContent:来訪せし風の御使"
"music/ffxiv/Orchestrion/BGM_ORCH_279.scd","","","","","","","","Orchestrion:月下彼岸花 ～蛮神ツクヨミ討滅戦～（Chiptune）"
"music/ffxiv/BGM_IKD01.scd","","","","","","","",""
"music/ffxiv/BGM_Ride_Golden.scd","","","","","","","","Mount:クリュソマロス; Mount:金蛇様の壺; Mount:魔導アヴェンジャー黄金像仕様"
"music/ex5/BGM_EX5_Event_40.scd","","","","","","","",""
"music/ex5/BGM_EX5_KGR_06.scd",Album not in hand,"","","","","",Monster Hunter Wilds,""
"music/ffxiv/BGM_Event_BKC02.scd","","","","","","","",""
"music/ffxiv/BGM_Event_SXT09.scd","","","","","","","",""
"music/ffxiv/BGM_Event_Orthros.scd","","","","","","","","InstanceContent:アマジナ杯闘技会決勝戦"
"music/ex2/BGM_EX2_Event_17.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_462.scd","","","","","","","","Orchestrion:目覚めの御使い ～ティターニア討滅戦～（Scions & Sinners: Band）"
"music/ffxiv/Orchestrion/BGM_ORCH_733.scd","","","","","","","","Orchestrion:技師の工房"
"music/ffxiv/BGM_Ride_CardComp.scd","","","","","","","","Mount:マジックカード"
"music/ffxiv/BGM_GlodSaucer_Triple.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_312.scd","","","","","","","","Orchestrion:A Quick Pit Stop"
"music/ffxiv/Orchestrion/BGM_ORCH_797.scd","","","","","","","","Orchestrion:雷神シドのテーマ"
"music/ffxiv/Orchestrion/BGM_ORCH_575.scd","","","","","","","","Orchestrion:To the Edge（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_826.scd","","","","","","","","Orchestrion:ベースキャンプ (昼)"
"music/ffxiv/Orchestrion/BGM_ORCH_767.scd","","","","","","","","Orchestrion:Give It All ～至天の座アルカディア：ライトヘビー級～（Darkest Before Dawn）"
"music/ffxiv/Orchestrion/BGM_ORCH_573.scd","","","","","","","","Orchestrion:Shuffle or Boogie"
"music/ex3/BGM_EX3_Event_16.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_665.scd","","","","","","","","Orchestrion:Athena, the Tireless One ～万魔殿パンデモニウム：天獄編～（Forge Ahead）"
"music/ex5/BGM_EX5_KGR_03.scd",Album not in hand,"","","","","",Monster Hunter Wilds,""
"music/ffxiv/Orchestrion/BGM_ORCH_311.scd","","","","","","","","Orchestrion:APOCALYPSIS NOCTIS"
"music/ffxiv/BGM_Event_BKC08.scd","","","","","","","","Fate:機械仕掛けの兵士"
"music/ex5/BGM_EX5_Event_36.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_700.scd","","","","","","","","Orchestrion:Endwalker – Footfalls（Fan Fest）"
"music/ffxiv/Orchestrion/BGM_ORCH_230.scd","","","","","","","","Orchestrion:そよぐ風鈴"
"music/ex5/BGM_EX5_KGR_10.scd",Album not in hand,"","","","","",Monster Hunter Wilds,"TerritoryType:隔ての荒地"
"music/ffxiv/Orchestrion/BGM_ORCH_828.scd","","","","","","","","Orchestrion:安寧の一時"
"music/ffxiv/Orchestrion/BGM_ORCH_307.scd","","","","","","","","Orchestrion:Hammerhead"
"music/ffxiv/Orchestrion/BGM_ORCH_897.scd","","","","","","","","Orchestrion:Airship"
"music/ex5/BGM_EX5_Event_37.scd","","","","","","","",""
"music/ex5/BGM_EX5_Event_35.scd","","","","","","","",""
"music/ffxiv/BGM_Event_FGS05.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_928.scd","","","","","","","","Orchestrion:Absolute Tyranny ～至天の座アルカディア：ヘビー級～（Back in the Ring）"
"music/ffxiv/Orchestrion/BGM_ORCH_812.scd","","","","","","","","Orchestrion:Gustaberg"
"music/ffxiv/Orchestrion/BGM_ORCH_920.scd","","","","","","","","Orchestrion:Give it All ～至天の座アルカディア：ライトヘビー級～（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_205.scd","","","","","","","","Orchestrion:寺院の鐘"
"music/ffxiv/Orchestrion/BGM_ORCH_370.scd","","","","","","","","Orchestrion:龍の尾（Orchestral）"
"music/ffxiv/Orchestrion/BGM_ORCH_631.scd","","","","","","","","Orchestrion:美の謀略 ～蛮神ラクシュミ討滅戦～（Pulse）"
"music/ffxiv/Orchestrion/BGM_ORCH_929.scd","","","","","","","","Orchestrion:Smile（Back in the Ring）"
"music/ex5/BGM_EX5_Event_03.scd","","","","","","","",""
"music/ffxiv/BGM_Event_BKC03.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_310.scd","","","","","","","","Orchestrion:Veiled in Black"
"music/ex2/BGM_EX2_Rti_08.scd","","","","","","","",""
"music/ffxiv/BGM_Ride_Bike.scd","","","","","","","","Mount:SDSフェンリル"
"music/ffxiv/BGM_Event_FFXI05.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_914.scd","","","","","","","","Orchestrion:悠久の風（MODULATION）"
"music/ffxiv/Orchestrion/BGM_ORCH_871.scd","","","","","","","","Orchestrion:Shadowbringers（Dark Decades）"
"music/ffxiv/BGM_Event_FGS02.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_461.scd","","","","","","","","Orchestrion:女神 ～女神ソフィア討滅戦～（Scions & Sinners: Band）"
"music/ffxiv/Orchestrion/BGM_ORCH_308.scd","","","","","","","","Orchestrion:Valse di Fantastica"
"music/ffxiv/BGM_Event_FGS08.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_896.scd","","","","","","","","Orchestrion:The Republic of Bastok"
"music/ffxiv/Orchestrion/BGM_ORCH_793.scd","","","","","","","","Orchestrion:Prologue Movie"
"music/ffxiv/Orchestrion/BGM_ORCH_280.scd","","","","","","","","Orchestrion:ライツ（Chiptune）"
"music/ffxiv/Orchestrion/BGM_ORCH_466.scd","","","","","","","","Orchestrion:ライズ ～機工城アレキサンダー：天動編～（Pulse）"
"music/ffxiv/Orchestrion/BGM_ORCH_872.scd","","","","","","","","Orchestrion:Ride the Rhythm（Dark Decades）"
"music/ffxiv/Orchestrion/BGM_ORCH_865.scd","","","","","","","","Orchestrion:善王モグル・モグXII世（Pulse2）"
"music/ffxiv/BGM_Event_FGS06.scd","","","","","","","",""
"music/ffxiv/BGM_Ride_Bike02.scd","","","","","","","","Mount:ハーディ＝デイトナ"
"music/ffxiv/Orchestrion/BGM_ORCH_664.scd","","","","","","","","Orchestrion:命の天秤 ～輝ける神域 アグライア～（Forge Ahead）"
"music/ffxiv/Orchestrion/BGM_ORCH_203.scd","","","","","","","","Orchestrion:小川のせせらぎ"
"music/ffxiv/Orchestrion/BGM_ORCH_160.scd","","","","","","","","Orchestrion:小波"
"music/ffxiv/Orchestrion/BGM_ORCH_663.scd","","","","","","","","Orchestrion:Scream ～万魔殿パンデモニウム：煉獄編～（Forge Ahead）"
"music/ffxiv/Orchestrion/BGM_ORCH_547.scd","","","","","","","","Orchestrion:此処に獅子あり ～万魔殿パンデモニウム：辺獄編～（Beyond the Shadow）"
"music/ffxiv/Orchestrion/BGM_ORCH_666.scd","","","","","","","","Orchestrion:月満ちる夜 ～喜びの神域 エウプロシュネ～（Forge Ahead）"
"music/ffxiv/BGM_Season_Uematsu.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_926.scd","","","","","","","","Orchestrion:Sinister ～至天の座アルカディア：ヘビー級～（Back in the Ring）"
"music/ex5/BGM_EX5_Event_39.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_869.scd","","","","","","","","Orchestrion:Athena, the Tireless One ～万魔殿パンデモニウム：天獄編～（Pulse2）"
"music/ffxiv/BGM_Event_FGS09.scd","","","","","","","",""
"music/ffxiv/BGM_Event_FGS01.scd","","","","","","","","TerritoryType:ブランダーヴィルスクウェア"
"music/ffxiv/BGM_Ride_FGS01.scd","","","","","","","","Mount:ライエス"
"music/ffxiv/Orchestrion/BGM_ORCH_629.scd","","","","","","","","Orchestrion:アンブレーカブル ～博物戦艦 フラクタル・コンティニアム～（Pulse）"
"music/ffxiv/Orchestrion/BGM_ORCH_794.scd","","","","","","","","Orchestrion:思い出"
"music/ffxiv/Orchestrion/BGM_ORCH_645.scd","","","","","","","","Orchestrion:Everybody Falls"
"music/ffxiv/Orchestrion/BGM_ORCH_927.scd","","","","","","","","Orchestrion:The Mirror ～至天の座アルカディア：ヘビー級～（Back in the Ring）"
"music/ffxiv/Orchestrion/BGM_ORCH_870.scd","","","","","","","","Orchestrion:知恵の巻貝 ～オールド・シャーレアン：夜～（Pulse2）"
"music/ffxiv/Orchestrion/BGM_ORCH_546.scd","","","","","","","","Orchestrion:Close in the Distance（Beyond the Shadow）"
"music/ffxiv/Orchestrion/BGM_ORCH_863.scd","","","","","","","","Orchestrion:月満ちる夜 ～喜びの神域 エウプロシュネ～（Pulse2）"
"music/ffxiv/BGM_Event_FGS04.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_857.scd","","","","","","","","Orchestrion:混沌の渦動 ～蛮神リヴァイアサン討滅戦～（THE PRIMALS）"
"music/ffxiv/Orchestrion/BGM_ORCH_464.scd","","","","","","","","Orchestrion:輝ける蒼 ～希望の園エデン：覚醒編～（Scions & Sinners: Band）"
"music/ffxiv/Orchestrion/BGM_ORCH_278.scd","","","","","","","","Orchestrion:龍の尾 ～神龍討滅戦～（Chiptune）"
"music/ffxiv/Orchestrion/BGM_ORCH_661.scd","","","","","","","","Orchestrion:To the Edge（Forge Ahead）"
"music/ffxiv/Orchestrion/BGM_ORCH_469.scd","","","","","","","","Orchestrion:目覚めの御使い ～ティターニア討滅戦～（Pulse）"
"music/ffxiv/Orchestrion/BGM_ORCH_286.scd","","","","","","","","Orchestrion:忘却の彼方 ～蛮神シヴァ討滅戦～（GUNN Vocals）"
"music/ffxiv/BGM_LoV_Nomal.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_930.scd","","","","","","","","Orchestrion:原初の審判：覆審（Back in the Ring）"
"music/ffxiv/Orchestrion/BGM_ORCH_124.scd","","","","","","","","Orchestrion:曲がらぬ刃 ～蛮神ラーヴァナ討滅戦～（Duality）"
"music/ffxiv/Orchestrion/BGM_ORCH_867.scd","","","","","","","","Orchestrion:To the Edge（Pulse2）"
"music/ffxiv/Orchestrion/BGM_ORCH_662.scd","","","","","","","","Orchestrion:White Stone Black ～万魔殿パンデモニウム：煉獄編～（Forge Ahead）"
"music/ffxiv/Orchestrion/BGM_ORCH_470.scd","","","","","","","","Orchestrion:千年の暁 ～朱雀征魂戦～（Pulse）"
"music/ffxiv/Orchestrion/BGM_ORCH_178.scd","","","","","","","","Orchestrion:焚き火"
"music/ffxiv/BGM_Event_FGS03.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_866.scd","","","","","","","","Orchestrion:忘却の此方 ～希望の園エデン：共鳴編～（Pulse2）"
"music/ffxiv/Orchestrion/BGM_ORCH_161.scd","","","","","","","","Orchestrion:鳥のさえずり"
"music/ffxiv/Orchestrion/BGM_ORCH_862.scd","","","","","","","","Orchestrion:Close in the Distance（Pulse2）"
"music/ffxiv/BGM_Event_BKC01.scd","","","","","","","",""
"music/ffxiv/Orchestrion/BGM_ORCH_861.scd","","","","","","","","Orchestrion:山峡の涼風 ～オルコ・パチャ：昼～（Pulse2）"
"music/ffxiv/Orchestrion/BGM_ORCH_177.scd","","","","","","","","Orchestrion:虫の音"
"music/ffxiv/Orchestrion/BGM_ORCH_179.scd","","","","","","","","Orchestrion:朝の台所"
"music/ffxiv/Orchestrion/BGM_ORCH_858.scd","","","","","","","","Orchestrion:魔神 ～魔神セフィロト討滅戦～（THE PRIMALS）"
"music/ffxiv/Orchestrion/BGM_ORCH_864.scd","","","","","","","","Orchestrion:Bee My Honey ～至天の座アルカディア：ライトヘビー級～（Pulse2）"
"music/ffxiv/Orchestrion/BGM_ORCH_868.scd","","","","","","","","Orchestrion:魔神 ～魔神セフィロト討滅戦～（Pulse2）"
"music/ffxiv/Orchestrion/BGM_ORCH_574.scd","","","","","","","","Orchestrion:無音"
"music/ffxiv/Orchestrion/BGM_ORCH_162.scd","","","","","","","","Orchestrion:雨音"
"music/ffxiv/Orchestrion/BGM_ORCH_467.scd","","","","","","","","Orchestrion:混沌の渦動 ～蛮神リヴァイアサン討滅戦～（Pulse）"
"music/ex1/BGM_EX1_Null.scd","unreadable",,"",,"",,"no sound entries","TerritoryType:供物穴"
"music/ex2/BGM_EX2_Null.scd","unreadable",,"",,"",,"no sound entries",""
"music/ex3/BGM_EX3_Ban_13.scd","unreadable",,"",,"",,"no sound entries",""
"music/ex3/BGM_EX3_Field_Tem_Battle.scd","unreadable",,"",,"",,"no sound entries",""
"music/ex3/BGM_EX3_Null.scd","unreadable",,"",,"",,"no sound entries","Fate:聖石片の脅威; InstanceContent:この心が望むがままに; InstanceContent:ゴッド・セイブ・ザ・クイーン; InstanceContent:バイルブランドの船出; InstanceContent:蒼天を仰ぎ、歩み続ける; InstanceContent:融和への船出; InstanceContent:開かれた道の先へ"
"music/ex4/BGM_EX4_MoE_05.scd","unreadable",,"",,"",,"no sound entries",""
"music/ex4/BGM_EX4_Null.scd","unreadable",,"",,"",,"no sound entries",""
"music/ex5/BGM_EX5_Field_Liv_Battle.scd","unreadable",,"",,"",,"no sound entries",""
"music/ex5/BGM_EX5_KGR_04.scd",Album not in hand,"","","","","",Monster Hunter Wilds,""
